Realisation number,Time,x
1.0,3.3,1.0563728087724515
1.0,3.31,1.0623191642679595
1.0,3.32,1.0602173206675825
1.0,3.33,1.0626721048327776
1.0,3.34,1.0649043907672544
1.0,3.35,1.0652476393168497
1.0,3.36,1.0615436756755567
1.0,3.37,1.0443192457969679
1.0,3.38,1.0385209810902445
1.0,3.39,1.031860993645362
1.0,3.4,1.049528523718072
1.0,3.41,1.0458103329422086
1.0,3.42,1.0334291601495749
1.0,3.43,1.0400726871925643
1.0,3.44,1.0407502335682093
1.0,3.45,1.0247450741815634
1.0,3.46,1.0166528720357118
1.0,3.47,1.0225776224639225
1.0,3.48,1.0200546665706156
1.0,3.49,1.0171680991723073
1.0,3.5,1.0248665138316488
1.0,3.51,1.032221270943695
1.0,3.52,1.0391226315945008
1.0,3.53,1.0544984987813808
1.0,3.54,1.0504262560376516
1.0,3.55,1.0377621952215268
1.0,3.56,1.065242219789263
1.0,3.57,1.0604355348694927
1.0,3.58,1.0618407875124265
1.0,3.59,1.0765478144680374
1.0,3.6,1.0937640453845883
1.0,3.61,1.069123400826428
1.0,3.62,1.0701558268464322
1.0,3.63,1.0679886464110175
1.0,3.64,1.0686568535950094
1.0,3.65,1.0557322248002101
1.0,3.66,1.0438828585262836
1.0,3.67,1.0382901484728804
1.0,3.68,1.0391820368037945
1.0,3.69,1.0452555711366032
1.0,3.7,1.0446109544084539
1.0,3.71,1.0289178641908159
1.0,3.72,1.0355797743029747
1.0,3.73,1.022815278314354
1.0,3.74,1.0283739934612544
1.0,3.75,1.019482196483389
1.0,3.76,1.0087895276158725
1.0,3.77,1.0082164420555904
1.0,3.78,1.02031125736546
1.0,3.79,1.0289329820125872
1.0,3.8,1.041867502326969
1.0,3.81,1.0343146293391323
1.0,3.82,1.029478762824893
1.0,3.83,1.0183915749472188
1.0,3.84,1.014818503042664
1.0,3.85,1.0318845095203077
1.0,3.86,1.0300798662097501
1.0,3.87,1.0398955486313746
1.0,3.88,1.0387813494950244
1.0,3.89,1.0357331394715132
1.0,3.9,1.0300459118058174
1.0,3.91,1.018441830836975
1.0,3.92,1.0037988938416476
1.0,3.93,1.0212388631684164
1.0,3.94,1.0342214294075456
1.0,3.95,1.0423989173982506
1.0,3.96,1.0676238765531905
1.0,3.97,1.0566653364949579
1.0,3.98,1.060947960670699
1.0,3.99,1.0575675403698255
1.0,4.0,1.0499636481668397
1.0,4.01,1.0541671879955743
1.0,4.02,1.065836136120589
1.0,4.03,1.074615990413448
1.0,4.04,1.0605584513064088
1.0,4.05,1.0377520457035256
1.0,4.06,1.0241433341011463
1.0,4.07,1.013926568869793
1.0,4.08,1.0209771651140553
1.0,4.09,1.0117423355736874
1.0,4.1,1.0172093616820541
1.0,4.11,1.0286340630624053
1.0,4.12,1.015720882580865
1.0,4.13,1.0123698086453836
1.0,4.14,1.0158727844983164
1.0,4.15,1.0080945881354535
1.0,4.16,1.0058903508902752
1.0,4.17,1.0029356042789255
1.0,4.18,0.9965826401748417
1.0,4.19,0.9982344919791397
1.0,4.2,1.01839856366679
1.0,4.21,1.0093151751150011
1.0,4.22,1.009128689986766
1.0,4.23,1.0164226871240443
1.0,4.24,1.0160102095443073
1.0,4.25,1.0120239647508318
1.0,4.26,1.0057101498518581
1.0,4.27,0.9938538468901444
1.0,4.28,0.9988606917828678
1.0,4.29,1.0013097244276254
1.0,4.3,1.0105489859380412
1.0,4.31,1.0000241956237481
1.0,4.32,0.9765515358992589
1.0,4.33,0.9643842837020501
1.0,4.34,0.9726018802751903
1.0,4.35,0.9923563939717377
1.0,4.36,0.9822791467092012
1.0,4.37,0.9946258525359626
1.0,4.38,0.9990166913981718
1.0,4.39,0.9891852195869925
1.0,4.4,0.9905882352415698
1.0,4.41,0.9936823419121934
1.0,4.42,0.9959814011822249
1.0,4.43,1.0057382186969535
1.0,4.44,1.0073849225026288
1.0,4.45,0.9948534022593778
1.0,4.46,0.9981678770033007
1.0,4.47,1.0133177850861677
1.0,4.48,1.0080751407044295
1.0,4.49,1.003196651340561
1.0,4.5,0.9958241199859708
1.0,4.51,1.0022797584233696
1.0,4.52,0.9929510379339516
1.0,4.53,0.9887235620130275
1.0,4.54,0.9892906230838807
1.0,4.55,0.9799777010936435
1.0,4.56,0.9958577065787354
1.0,4.57,1.0039826109493224
1.0,4.58,1.0098516123469727
1.0,4.59,1.01535756754013
1.0,4.6,1.0163508327282686
1.0,4.61,1.0175463316355005
1.0,4.62,1.0320502333068582
1.0,4.63,1.0386491327195038
1.0,4.64,1.0321470653016604
1.0,4.65,1.0199768794811588
1.0,4.66,1.024826481431842
1.0,4.67,1.0229047325334808
1.0,4.68,1.0188441292757335
1.0,4.69,1.0386185804847479
1.0,4.7,1.0369084861699704
1.0,4.71,1.0456702346739706
1.0,4.72,1.0644852486614256
1.0,4.73,1.0706844525999495
1.0,4.74,1.0733065471719894
1.0,4.75,1.067691082448463
1.0,4.76,1.0682597741726956
1.0,4.77,1.067329816847944
1.0,4.78,1.0632888832617673
1.0,4.79,1.0535008411651041
1.0,4.8,1.0554611541776098
1.0,4.81,1.036705842904019
1.0,4.82,1.0365804829548986
1.0,4.83,1.0276965272282055
1.0,4.84,1.0270673435452455
1.0,4.85,1.0145849422081281
1.0,4.86,1.0060094422859476
1.0,4.87,1.0094966028548507
1.0,4.88,1.0293917229801788
1.0,4.89,1.038264535234149
1.0,4.9,1.0306420044957738
1.0,4.91,1.023783122909158
1.0,4.92,1.0015062710277045
1.0,4.93,0.9864227906797658
1.0,4.94,0.9936671571546952
1.0,4.95,1.0063324272381482
1.0,4.96,1.0031948506618604
1.0,4.97,0.999964099490805
1.0,4.98,1.00112544993299
1.0,4.99,1.0012372657992903
1.0,5.0,1.0021932286242987
1.0,5.01,0.9904111957945605
1.0,5.02,0.9944671427976385
1.0,5.03,0.992886608956553
1.0,5.04,0.991273527404976
1.0,5.05,1.004594822609083
1.0,5.06,1.0169771830333068
1.0,5.07,1.012300062135078
1.0,5.08,1.014263057054201
1.0,5.09,1.0089714015412061
1.0,5.1,0.9982682233874975
1.0,5.11,1.0002554112143407
1.0,5.12,1.0036623438047214
1.0,5.13,0.987540591736857
1.0,5.14,0.9931050865210371
1.0,5.15,1.0136735830115957
1.0,5.16,1.0146640522011119
1.0,5.17,1.0268075024493148
1.0,5.18,1.0289777775719624
1.0,5.19,1.0303362131648204
1.0,5.2,1.0239236696197445
1.0,5.21,1.0238778762740368
1.0,5.22,1.024660090499905
1.0,5.23,1.0182744753391462
1.0,5.24,1.0069927878559364
1.0,5.25,1.0126027759950806
1.0,5.26,1.0075671710736493
1.0,5.27,1.0104833414299534
1.0,5.28,1.012072391589922
1.0,5.29,1.0131131604713877
1.0,5.3,1.0226414064256362
1.0,5.31,1.0281922407574309
1.0,5.32,1.0225293948588208
1.0,5.33,1.0272975495379177
1.0,5.34,1.0346372722060273
1.0,5.35,1.0261502188877296
1.0,5.36,1.0259814344372014
1.0,5.37,1.022155455850328
1.0,5.38,1.0219305814074344
1.0,5.39,1.0199641383204887
1.0,5.4,1.02468401881485
1.0,5.41,1.0381610802037073
1.0,5.42,1.0446854638025258
1.0,5.43,1.0523018717180925
1.0,5.44,1.0539089440620983
1.0,5.45,1.0513749599730924
1.0,5.46,1.0485100425076208
1.0,5.47,1.0598648907103922
1.0,5.48,1.061082713763569
1.0,5.49,1.0537909216032368
1.0,5.5,1.0450213061293558
1.0,5.51,1.0321950427434203
1.0,5.52,1.0138525101639333
1.0,5.53,1.0096059661702295
1.0,5.54,1.0165974127614392
1.0,5.55,1.0116069337811213
1.0,5.56,1.0026543871589568
1.0,5.57,0.9908017151540922
1.0,5.58,0.9856451866744305
1.0,5.59,0.9858140682453984
1.0,5.6,1.0056509341829354
1.0,5.61,1.0157082102390858
1.0,5.62,1.0131153104306316
1.0,5.63,0.9978510258018242
1.0,5.64,1.0123402272057276
1.0,5.65,0.995437802697731
1.0,5.66,0.9946814417769664
1.0,5.67,0.9977751381435096
1.0,5.68,0.9989889726931257
1.0,5.69,1.000215099154822
1.0,5.7,1.0030697307778105
1.0,5.71,1.008709679188267
1.0,5.72,1.0043079206711583
1.0,5.73,0.9999730789383434
1.0,5.74,1.0095865851688421
1.0,5.75,1.015740998294934
1.0,5.76,1.0198681213416545
1.0,5.77,1.026903354084751
1.0,5.78,1.0228597402654658
1.0,5.79,1.0190798996320736
1.0,5.8,1.0049852821294085
1.0,5.81,1.0270006272671954
1.0,5.82,1.0302876948278552
1.0,5.83,1.015900261786686
1.0,5.84,1.0183435359693291
1.0,5.85,1.0078167335872474
1.0,5.86,0.9980336044623185
1.0,5.87,1.0061328305145414
1.0,5.88,1.0133983355382021
1.0,5.89,1.0159854124283636
1.0,5.9,1.0335323492559934
1.0,5.91,1.036883805667944
1.0,5.92,1.0313446871936949
1.0,5.93,1.0200220516118652
1.0,5.94,1.0153029379127445
1.0,5.95,1.0096410641484406
1.0,5.96,1.0111771296397352
1.0,5.97,1.0143365400851505
1.0,5.98,1.00865429193293
1.0,5.99,1.014332215568255
1.0,6.0,1.0216146488097944
1.0,6.01,1.0160998328519577
1.0,6.02,1.0191926250077135
1.0,6.03,1.0203539092624374
1.0,6.04,1.0076646922743384
1.0,6.05,1.0123478567750015
1.0,6.06,1.0029025260573932
1.0,6.07,0.9996891826204244
1.0,6.08,0.9960303569773878
1.0,6.09,1.0099721301345186
1.0,6.1,1.0225189861287245
1.0,6.11,1.013524823129519
1.0,6.12,1.0136554904197472
1.0,6.13,0.9965331380676538
1.0,6.14,1.0084795874234955
1.0,6.15,1.00006467352198
1.0,6.16,0.9978214817264223
1.0,6.17,0.9949671022545934
1.0,6.18,1.0067901786661426
1.0,6.19,1.0020329039331504
1.0,6.2,1.0085538545061379
1.0,6.21,1.0101142225483364
1.0,6.22,0.9984626714020235
1.0,6.23,1.0098713804167956
1.0,6.24,0.996702310059983
1.0,6.25,1.0070348087102254
1.0,6.26,1.0063213012471959
1.0,6.27,1.005046125126122
1.0,6.28,0.9983680788593717
1.0,6.29,1.0031454605405246
1.0,6.3,0.993758950323917
1.0,6.31,0.9793985446264492
1.0,6.32,0.9968747085094359
1.0,6.33,0.9820782677173486
1.0,6.34,0.9873055726799398
1.0,6.35,0.9672522987563151
1.0,6.36,0.9669262170795545
1.0,6.37,0.9744334008866685
1.0,6.38,0.9810006949136134
1.0,6.39,0.9899015843195687
1.0,6.4,0.9789579360195759
1.0,6.41,0.9763850911277935
1.0,6.42,0.9856329858913307
1.0,6.43,0.9874142115632863
1.0,6.44,0.9890893303099396
1.0,6.45,0.9839275102486462
1.0,6.46,0.9903463414142104
1.0,6.47,0.9896550321422747
1.0,6.48,0.9800990745562044
1.0,6.49,0.9811912578755622
1.0,6.5,0.9658740555796674
1.0,6.51,0.9776619786933362
1.0,6.52,0.9863898264773217
1.0,6.53,0.9901545043764564
1.0,6.54,1.0043306400022995
1.0,6.55,0.9960542814713216
1.0,6.56,1.0006346567606377
1.0,6.57,1.0106946082239014
1.0,6.58,1.0062276262833565
1.0,6.59,1.022547221092886
1.0,6.6,1.0386410815628184
1.0,6.61,1.0531878079187666
1.0,6.62,1.0566457759219625
1.0,6.63,1.0518980318993456
1.0,6.64,1.050758489790923
1.0,6.65,1.04502972958132
1.0,6.66,1.0401420630688893
1.0,6.67,1.0413451203067094
1.0,6.68,1.0469122704767395
1.0,6.69,1.041430624052301
1.0,6.7,1.0456822731596929
1.0,6.71,1.0393147802106282
1.0,6.72,1.0298514531964982
1.0,6.73,1.0175024472047236
1.0,6.74,1.0199794470882724
1.0,6.75,1.0143180539113403
1.0,6.76,1.009638598207196
1.0,6.77,1.0156326267135334
1.0,6.78,1.0178174519988017
1.0,6.79,1.0370803140952105
1.0,6.8,1.0187043681378323
1.0,6.81,0.9990388660704641
1.0,6.82,1.0045433871766158
1.0,6.83,0.9816216657918353
1.0,6.84,0.9686672383990069
1.0,6.85,0.9527957306381493
1.0,6.86,0.9384005072109751
1.0,6.87,0.9292171451914184
1.0,6.88,0.9394804338578748
1.0,6.89,0.9482732407822669
